"BN/Registration number","Fiscal period end","Form ID","Sequence number","Charity's Program Country Code"
"107526196RR0001",2024-12-31 00:00:00,"27",15,"JP"
"107526196RR0001",2024-12-31 00:00:00,"27",16,"KH"
"107526196RR0001",2024-12-31 00:00:00,"27",17,"KE"
"107526196RR0001",2024-12-31 00:00:00,"27",18,"KG"
"107526196RR0001",2024-12-31 00:00:00,"27",19,"MX"
"107526196RR0001",2024-12-31 00:00:00,"27",20,"PH"
"107526196RR0001",2024-12-31 00:00:00,"27",21,"TJ"
"107526196RR0001",2024-12-31 00:00:00,"27",22,"TH"
"107526196RR0001",2024-12-31 00:00:00,"27",23,"UA"
"107526196RR0001",2024-12-31 00:00:00,"27",24,"UG"
"107526196RR0001",2024-12-31 00:00:00,"27",25,"US"
"107526196RR0001",2024-12-31 00:00:00,"27",26,"UY"
"107526196RR0001",2024-12-31 00:00:00,"27",27,"QM"
"107526196RR0001",2024-12-31 00:00:00,"27",28,"QP"
"107526196RR0001",2024-12-31 00:00:00,"27",29,"QR"
"107526196RR0001",2024-12-31 00:00:00,"27",30,"QS"
"107526196RR0001",2024-12-31 00:00:00,"27",31,"VN"
"107527038RR0001",2024-3-31 00:00:00,"27",1,"ET"
"107534307RR0001",2024-12-31 00:00:00,"27",1,"NG"
"107534307RR0001",2024-12-31 00:00:00,"27",2,"IN"
"107534307RR0001",2024-12-31 00:00:00,"27",3,"CN"
"107534307RR0001",2024-12-31 00:00:00,"27",4,"KP"
"107534307RR0001",2024-12-31 00:00:00,"27",5,"LK"
"107534307RR0001",2024-12-31 00:00:00,"27",6,"IQ"
"107534307RR0001",2024-12-31 00:00:00,"27",7,"TR"
"107534307RR0001",2024-12-31 00:00:00,"27",8,"IR"
"107534307RR0001",2024-12-31 00:00:00,"27",9,"PK"
"107534307RR0001",2024-12-31 00:00:00,"27",10,"MM"
"107536021RR0001",2024-12-31 00:00:00,"27",1,"US"
"107536021RR0001",2024-12-31 00:00:00,"27",2,"MZ"
"107536021RR0001",2024-12-31 00:00:00,"27",3,"IL"
"107536021RR0001",2024-12-31 00:00:00,"27",4,"QS"
"107554735RR0002",2024-3-31 00:00:00,"27",1,"US"
"107554735RR0002",2024-3-31 00:00:00,"27",2,"IN"
"107554735RR0002",2024-3-31 00:00:00,"27",3,"JP"
"107554735RR0002",2024-3-31 00:00:00,"27",4,"SG"
"107554735RR0002",2024-3-31 00:00:00,"27",5,"MY"
"107554735RR0002",2024-3-31 00:00:00,"27",6,"LA"
"107554735RR0002",2024-3-31 00:00:00,"27",7,"QR"
"107562563RR0001",2024-12-31 00:00:00,"27",1,"DO"
"107570327RR0001",2024-12-31 00:00:00,"27",1,"KE"
"107570855RR0001",2024-4-30 00:00:00,"27",1,"GT"
"107570855RR0001",2024-4-30 00:00:00,"27",2,"PE"
"107576613RR0001",2024-8-31 00:00:00,"27",1,"US"
"107576613RR0001",2024-8-31 00:00:00,"27",2,"DO"
"107576613RR0001",2024-8-31 00:00:00,"27",3,"GT"
"107576613RR0001",2024-8-31 00:00:00,"27",4,"PK"
"107579633RR0001",2024-3-31 00:00:00,"27",1,"UG"
"107579633RR0001",2024-3-31 00:00:00,"27",2,"ET"
"107579633RR0001",2024-3-31 00:00:00,"27",3,"US"
"107579633RR0001",2024-3-31 00:00:00,"27",4,"FR"
"107579633RR0001",2024-3-31 00:00:00,"27",5,"CO"
"107585226RR0001",2024-4-30 00:00:00,"27",1,"CI"
"107585226RR0001",2024-4-30 00:00:00,"27",2,"HT"
"107601593RR0001",2024-8-31 00:00:00,"27",1,"BO"
"107601593RR0001",2024-8-31 00:00:00,"27",2,"CO"
"107601593RR0001",2024-8-31 00:00:00,"27",3,"CR"
"107601593RR0001",2024-8-31 00:00:00,"27",4,"NI"
"107601593RR0001",2024-8-31 00:00:00,"27",5,"GT"
"107601593RR0001",2024-8-31 00:00:00,"27",6,"HN"
"107601593RR0001",2024-8-31 00:00:00,"27",7,"MX"
"107601593RR0001",2024-8-31 00:00:00,"27",8,"VE"
"107601593RR0001",2024-8-31 00:00:00,"27",9,"BR"
"107601593RR0001",2024-8-31 00:00:00,"27",10,"CL"
"107604456RR0001",2024-12-31 00:00:00,"27",1,"UG"
"107608614RR0001",2024-8-31 00:00:00,"27",1,"US"
"107608614RR0001",2024-8-31 00:00:00,"27",2,"MX"
"107615767RR0001",2024-12-31 00:00:00,"27",1,"PH"
"107619272RR0002",2024-12-31 00:00:00,"27",1,"CL"
"107619272RR0002",2024-12-31 00:00:00,"27",2,"LK"
"107619272RR0002",2024-12-31 00:00:00,"27",3,"HT"
"107621203RR0001",2024-12-31 00:00:00,"27",1,"HT"
"107621716RR0001",2024-6-30 00:00:00,"27",1,"DO"
"107621716RR0001",2024-6-30 00:00:00,"27",2,"CG"
"107621716RR0001",2024-6-30 00:00:00,"27",3,"MG"
"107622037RR0001",2024-12-31 00:00:00,"27",1,"BR"
"107622037RR0001",2024-12-31 00:00:00,"27",2,"CO"
"107623068RR0001",2024-12-31 00:00:00,"27",1,"CU"
"107630873RR0001",2024-6-30 00:00:00,"27",1,"CU"
"107630873RR0001",2024-6-30 00:00:00,"27",2,"MM"
"107630873RR0001",2024-6-30 00:00:00,"27",3,"CN"
"107630873RR0001",2024-6-30 00:00:00,"27",4,"ET"
"107630931RR0001",2024-6-30 00:00:00,"27",1,"US"
"107630931RR0001",2024-6-30 00:00:00,"27",2,"IN"
"107631111RR0001",2024-12-31 00:00:00,"27",1,"PE"
"107632325RR0001",2024-6-30 00:00:00,"27",1,"IL"
"107650129RR0001",2024-12-31 00:00:00,"27",1,"CM"
"107654410RR0001",2024-12-31 00:00:00,"27",1,"IN"
"107657678RR0001",2024-3-31 00:00:00,"27",1,"QM"
"107659427RR0001",2024-3-31 00:00:00,"27",1,"US"
"107659427RR0001",2024-3-31 00:00:00,"27",2,"GB"
"107663890RR0001",2024-8-31 00:00:00,"27",1,"US"
"107663890RR0001",2024-8-31 00:00:00,"27",2,"IN"
"107663890RR0001",2024-8-31 00:00:00,"27",3,"UA"
"107663890RR0001",2024-8-31 00:00:00,"27",4,"UG"
"107663890RR0001",2024-8-31 00:00:00,"27",5,"PK"
"107663890RR0001",2024-8-31 00:00:00,"27",6,"ZM"
"107663890RR0001",2024-8-31 00:00:00,"27",7,"CM"
"107663890RR0001",2024-8-31 00:00:00,"27",8,"MX"
"107663890RR0001",2024-8-31 00:00:00,"27",9,"VN"
"107678195RR0001",2024-3-31 00:00:00,"27",1,"IN"
"107685620RR0001",2024-8-31 00:00:00,"27",1,"QM"
"107688475RR0001",2024-12-31 00:00:00,"27",1,"ID"
"107690141RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107691057RR0001",2024-6-30 00:00:00,"27",1,"ET"
"107691057RR0001",2024-6-30 00:00:00,"27",2,"KE"
"107691057RR0001",2024-6-30 00:00:00,"27",3,"TZ"
"107691057RR0001",2024-6-30 00:00:00,"27",4,"NI"
"107691057RR0001",2024-6-30 00:00:00,"27",5,"GH"
"107691057RR0001",2024-6-30 00:00:00,"27",6,"NG"
"107691057RR0001",2024-6-30 00:00:00,"27",7,"SN"
"107691057RR0001",2024-6-30 00:00:00,"27",8,"US"
"107691057RR0001",2024-6-30 00:00:00,"27",9,"PH"
"107691057RR0001",2024-6-30 00:00:00,"27",10,"GT"
"107691057RR0001",2024-6-30 00:00:00,"27",11,"MU"
"107691057RR0001",2024-6-30 00:00:00,"27",12,"CI"
"107691057RR0001",2024-6-30 00:00:00,"27",13,"HN"
"107691065RR0001",2024-6-30 00:00:00,"27",1,"KE"
"107691065RR0001",2024-6-30 00:00:00,"27",2,"MX"
"107691065RR0001",2024-6-30 00:00:00,"27",3,"KH"
"107691065RR0001",2024-6-30 00:00:00,"27",4,"TH"
"107701443RR0001",2024-12-31 00:00:00,"27",1,"CU"
"107701443RR0001",2024-12-31 00:00:00,"27",2,"PH"
"107701443RR0001",2024-12-31 00:00:00,"27",3,"PY"
"107702334RR0001",2024-5-31 00:00:00,"27",1,"GB"
"107702334RR0001",2024-5-31 00:00:00,"27",2,"RO"
"107702334RR0001",2024-5-31 00:00:00,"27",3,"QP"
"107702334RR0001",2024-5-31 00:00:00,"27",4,"RW"
"107707218RR0001",2024-12-31 00:00:00,"27",1,"US"
"107717357RR0001",2024-4-30 00:00:00,"27",1,"QN"
"107717357RR0001",2024-4-30 00:00:00,"27",2,"GT"
"107726952RR0001",2024-6-30 00:00:00,"27",1,"TH"
"107761710RR0001",2024-4-30 00:00:00,"27",1,"IL"
"107766560RR0001",2024-11-30 00:00:00,"27",1,"HN"
"107770703RR0001",2024-12-31 00:00:00,"27",1,"DE"
"107771024RR0001",2024-12-31 00:00:00,"27",1,"UA"
"107771065RR0001",2024-9-30 00:00:00,"27",1,"TH"
"107771065RR0001",2024-9-30 00:00:00,"27",2,"QP"
"107771065RR0001",2024-9-30 00:00:00,"27",3,"IL"
"107771065RR0001",2024-9-30 00:00:00,"27",4,"US"
"107771065RR0001",2024-9-30 00:00:00,"27",5,"QS"
"107771065RR0001",2024-9-30 00:00:00,"27",6,"PH"
"107771065RR0001",2024-9-30 00:00:00,"27",7,"QM"
"107771065RR0001",2024-9-30 00:00:00,"27",8,"GT"
"107771065RR0001",2024-9-30 00:00:00,"27",9,"AF"
"107771065RR0001",2024-9-30 00:00:00,"27",10,"MX"
"107771958RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107771958RR0001",2024-12-31 00:00:00,"27",2,"QS"
"107771958RR0001",2024-12-31 00:00:00,"27",3,"US"
"107771958RR0001",2024-12-31 00:00:00,"27",4,"QR"
"107771958RR0001",2024-12-31 00:00:00,"27",5,"GT"
"107771958RR0001",2024-12-31 00:00:00,"27",6,"UY"
"107771958RR0001",2024-12-31 00:00:00,"27",7,"CN"
"107771958RR0001",2024-12-31 00:00:00,"27",8,"GB"
"107771958RR0001",2024-12-31 00:00:00,"27",9,"PA"
"107771958RR0001",2024-12-31 00:00:00,"27",10,"QM"
"107771958RR0001",2024-12-31 00:00:00,"27",11,"DO"
"107771958RR0001",2024-12-31 00:00:00,"27",12,"EC"
"107771958RR0001",2024-12-31 00:00:00,"27",13,"LC"
"107771958RR0001",2024-12-31 00:00:00,"27",14,"ZA"
"107772139RR0001",2024-12-31 00:00:00,"27",1,"BO"
"107772139RR0001",2024-12-31 00:00:00,"27",2,"BR"
"107772139RR0001",2024-12-31 00:00:00,"27",3,"CO"
"107772139RR0001",2024-12-31 00:00:00,"27",4,"ID"
"107772139RR0001",2024-12-31 00:00:00,"27",5,"MX"
"107772139RR0001",2024-12-31 00:00:00,"27",6,"PY"
"107772139RR0001",2024-12-31 00:00:00,"27",7,"PG"
"107772139RR0001",2024-12-31 00:00:00,"27",8,"PH"
"107772139RR0001",2024-12-31 00:00:00,"27",9,"SN"
"107772139RR0001",2024-12-31 00:00:00,"27",10,"TH"
"107772139RR0001",2024-12-31 00:00:00,"27",11,"US"
"107772139RR0001",2024-12-31 00:00:00,"27",12,"DE"
"107772139RR0001",2024-12-31 00:00:00,"27",13,"MZ"
"107772139RR0001",2024-12-31 00:00:00,"27",14,"VE"
"107779746RR0001",2024-12-31 00:00:00,"27",1,"US"
"107779746RR0002",2024-12-31 00:00:00,"27",1,"US"
"107779761RR0001",2024-8-31 00:00:00,"27",1,"BR"
"107779761RR0001",2024-8-31 00:00:00,"27",2,"CM"
"107779761RR0001",2024-8-31 00:00:00,"27",3,"PH"
"107779761RR0001",2024-8-31 00:00:00,"27",4,"RO"
"107779761RR0001",2024-8-31 00:00:00,"27",5,"RU"
"107779761RR0001",2024-8-31 00:00:00,"27",6,"NG"
"107779761RR0001",2024-8-31 00:00:00,"27",7,"QP"
"107779761RR0001",2024-8-31 00:00:00,"27",8,"JP"
"107779761RR0001",2024-8-31 00:00:00,"27",9,"RS"
"107779761RR0001",2024-8-31 00:00:00,"27",10,"US"
"107779936RR0001",2024-12-31 00:00:00,"27",1,"PH"
"107781205RR0001",2024-3-31 00:00:00,"27",1,"AR"
"107781205RR0001",2024-3-31 00:00:00,"27",2,"CN"
"107781205RR0001",2024-3-31 00:00:00,"27",3,"GR"
"107781205RR0001",2024-3-31 00:00:00,"27",4,"JP"
"107781205RR0001",2024-3-31 00:00:00,"27",5,"UG"
"107781205RR0001",2024-3-31 00:00:00,"27",6,"GH"
"107781205RR0001",2024-3-31 00:00:00,"27",7,"LY"
"107781205RR0001",2024-3-31 00:00:00,"27",8,"KE"
"107781379RR0001",2024-3-31 00:00:00,"27",1,"AU"
"107781379RR0001",2024-3-31 00:00:00,"27",2,"CN"
"107781379RR0001",2024-3-31 00:00:00,"27",3,"HK"
"107781379RR0001",2024-3-31 00:00:00,"27",4,"IN"
"107781379RR0001",2024-3-31 00:00:00,"27",5,"NP"
"107781379RR0001",2024-3-31 00:00:00,"27",6,"NG"
"107781379RR0001",2024-3-31 00:00:00,"27",7,"QA"
"107781379RR0001",2024-3-31 00:00:00,"27",8,"US"
"107784696RR0001",2024-12-31 00:00:00,"27",1,"NG"
"107784696RR0001",2024-12-31 00:00:00,"27",2,"QM"
"107785628RR0001",2024-4-30 00:00:00,"27",1,"US"
"107785685RR0001",2024-12-31 00:00:00,"27",1,"ET"
"107790313RR0001",2024-12-31 00:00:00,"27",1,"HT"
"107797136RR0001",2024-3-31 00:00:00,"27",1,"US"
"107801755RR0001",2024-12-31 00:00:00,"27",1,"SD"
"107801755RR0001",2024-12-31 00:00:00,"27",2,"DE"
"107801755RR0001",2024-12-31 00:00:00,"27",3,"PL"
"107801755RR0001",2024-12-31 00:00:00,"27",4,"GB"
"107801755RR0001",2024-12-31 00:00:00,"27",5,"QP"
"107801755RR0001",2024-12-31 00:00:00,"27",6,"QR"
"107801755RR0001",2024-12-31 00:00:00,"27",7,"PK"
"107801755RR0001",2024-12-31 00:00:00,"27",8,"JP"
"107801755RR0001",2024-12-31 00:00:00,"27",9,"US"
"107801755RR0001",2024-12-31 00:00:00,"27",10,"QS"
"107801771RR0001",2024-12-31 00:00:00,"27",1,"US"
"107801771RR0001",2024-12-31 00:00:00,"27",2,"IL"
"107802555RR0001",2024-4-30 00:00:00,"27",1,"US"
"107808750RR0001",2024-12-31 00:00:00,"27",1,"US"
"107808750RR0001",2024-12-31 00:00:00,"27",2,"PH"
"107808750RR0001",2024-12-31 00:00:00,"27",3,"ID"
"107808750RR0001",2024-12-31 00:00:00,"27",4,"QS"
"107808750RR0001",2024-12-31 00:00:00,"27",5,"BI"
"107808750RR0001",2024-12-31 00:00:00,"27",6,"IT"
"107809121RR0001",2024-12-31 00:00:00,"27",1,"US"
"107817082RR0001",2024-9-30 00:00:00,"27",1,"AM"
"107817082RR0001",2024-9-30 00:00:00,"27",2,"GH"
"107817082RR0001",2024-9-30 00:00:00,"27",3,"KE"
"107817082RR0001",2024-9-30 00:00:00,"27",4,"TG"
"107817082RR0001",2024-9-30 00:00:00,"27",5,"UA"
"107833295RR0374",2024-12-31 00:00:00,"27",1,"ZW"
"107833295RR0374",2024-12-31 00:00:00,"27",2,"TH"
"107833295RR0374",2024-12-31 00:00:00,"27",3,"GN"
"107833295RR0374",2024-12-31 00:00:00,"27",4,"KE"
"107833295RR0374",2024-12-31 00:00:00,"27",5,"PE"
"107833295RR0374",2024-12-31 00:00:00,"27",6,"SK"
"107833295RR0374",2024-12-31 00:00:00,"27",7,"SI"
"107833295RR0374",2024-12-31 00:00:00,"27",8,"DO"
"107833295RR0374",2024-12-31 00:00:00,"27",9,"UA"
"107833295RR0374",2024-12-31 00:00:00,"27",10,"SG"
"107833295RR0374",2024-12-31 00:00:00,"27",11,"PL"
"107833295RR0374",2024-12-31 00:00:00,"27",12,"SR"
"107833295RR0374",2024-12-31 00:00:00,"27",13,"BD"
"107833295RR0374",2024-12-31 00:00:00,"27",14,"NL"
"107834863RR0001",2024-7-31 00:00:00,"27",1,"DE"
"107834863RR0001",2024-7-31 00:00:00,"27",2,"RU"
"107834863RR0001",2024-7-31 00:00:00,"27",3,"ML"
"107834863RR0001",2024-7-31 00:00:00,"27",4,"NG"
"107834863RR0001",2024-7-31 00:00:00,"27",5,"JP"
"107834863RR0001",2024-7-31 00:00:00,"27",6,"EG"
"107834863RR0001",2024-7-31 00:00:00,"27",7,"GB"
"107834863RR0001",2024-7-31 00:00:00,"27",8,"UY"
"107834939RR0001",2024-12-31 00:00:00,"27",1,"TR"
"107835167RR0001",2024-12-31 00:00:00,"27",1,"MX"
"107848319RR0001",2024-6-30 00:00:00,"27",1,"PE"
"107848319RR0001",2024-6-30 00:00:00,"27",2,"BO"
"107848319RR0001",2024-6-30 00:00:00,"27",3,"EC"
"107848319RR0001",2024-6-30 00:00:00,"27",4,"GY"
"107848319RR0001",2024-6-30 00:00:00,"27",5,"US"
"107848319RR0001",2024-6-30 00:00:00,"27",6,"GE"
"107848319RR0001",2024-6-30 00:00:00,"27",7,"QP"
"107855116RR0001",2024-6-30 00:00:00,"27",1,"US"
"107855116RR0001",2024-6-30 00:00:00,"27",2,"BR"
"107855116RR0001",2024-6-30 00:00:00,"27",3,"MX"
"107855116RR0001",2024-6-30 00:00:00,"27",4,"KE"
"107855116RR0001",2024-6-30 00:00:00,"27",5,"EG"
"107855116RR0001",2024-6-30 00:00:00,"27",6,"QM"
"107855116RR0001",2024-6-30 00:00:00,"27",7,"PL"
"107855116RR0001",2024-6-30 00:00:00,"27",8,"BN"
"107855116RR0001",2024-6-30 00:00:00,"27",9,"IQ"
"107855116RR0001",2024-6-30 00:00:00,"27",10,"SG"
"107855116RR0001",2024-6-30 00:00:00,"27",11,"QP"
"107855116RR0001",2024-6-30 00:00:00,"27",12,"TH"
"107855116RR0001",2024-6-30 00:00:00,"27",13,"PH"
"107855116RR0001",2024-6-30 00:00:00,"27",14,"JP"
"107855116RR0001",2024-6-30 00:00:00,"27",15,"QR"
"107855116RR0001",2024-6-30 00:00:00,"27",16,"IN"
"107855116RR0001",2024-6-30 00:00:00,"27",17,"VN"
"107867996RR0001",2024-12-31 00:00:00,"27",1,"US"
"107867996RR0001",2024-12-31 00:00:00,"27",2,"DE"
"107869596RR0001",2024-12-31 00:00:00,"27",1,"BO"
"107876476RR0050",2024-12-31 00:00:00,"27",1,"PL"
"107879215RR0001",2024-12-31 00:00:00,"27",1,"US"
"107880163RR0001",2024-3-31 00:00:00,"27",1,"TR"
"107880163RR0001",2024-3-31 00:00:00,"27",2,"PK"
"107880163RR0001",2024-3-31 00:00:00,"27",3,"QS"
"107880163RR0001",2024-3-31 00:00:00,"27",4,"ML"
"107880163RR0001",2024-3-31 00:00:00,"27",5,"US"
"107880163RR0001",2024-3-31 00:00:00,"27",6,"YE"
"107881872RR0001",2024-6-30 00:00:00,"27",1,"GT"
"107884025RR0001",2024-12-31 00:00:00,"27",1,"KH"
"107884025RR0001",2024-12-31 00:00:00,"27",2,"KE"
"107894982RR0001",2024-12-31 00:00:00,"27",1,"QS"
"107898470RR0001",2024-12-31 00:00:00,"27",1,"JM"
"107906851RR0001",2024-12-31 00:00:00,"27",1,"IN"
"107906851RR0001",2024-12-31 00:00:00,"27",2,"ZM"
"107913337RR0001",2024-3-31 00:00:00,"27",1,"AO"
"107913337RR0001",2024-3-31 00:00:00,"27",2,"KE"
"107913337RR0001",2024-3-31 00:00:00,"27",3,"QS"
"107913337RR0001",2024-3-31 00:00:00,"27",4,"UG"
"107947210RR0001",2024-12-31 00:00:00,"27",1,"ZA"
"107951618RR0012",2024-3-31 00:00:00,"27",1,"JM"
"107951618RR0601",2024-3-31 00:00:00,"27",1,"JM"
"107957540RR0001",2024-6-30 00:00:00,"27",1,"US"
"107957540RR0001",2024-6-30 00:00:00,"27",2,"CN"
"107957540RR0001",2024-6-30 00:00:00,"27",3,"GB"
"107958621RR0001",2024-12-31 00:00:00,"27",1,"BO"
"107958621RR0001",2024-12-31 00:00:00,"27",2,"MM"
"107958621RR0001",2024-12-31 00:00:00,"27",3,"CN"
"107958621RR0001",2024-12-31 00:00:00,"27",4,"CG"
"107958621RR0001",2024-12-31 00:00:00,"27",5,"ET"
"107958621RR0001",2024-12-31 00:00:00,"27",6,"PS"
"107958621RR0001",2024-12-31 00:00:00,"27",7,"EH"
"107958621RR0001",2024-12-31 00:00:00,"27",8,"SY"
"107958621RR0001",2024-12-31 00:00:00,"27",9,"LB"
"107958621RR0001",2024-12-31 00:00:00,"27",10,"LR"
"107958621RR0001",2024-12-31 00:00:00,"27",11,"ML"
"107958621RR0001",2024-12-31 00:00:00,"27",12,"MZ"
"107958621RR0001",2024-12-31 00:00:00,"27",13,"NI"
"107958621RR0001",2024-12-31 00:00:00,"27",14,"NE"
"107958621RR0001",2024-12-31 00:00:00,"27",15,"NG"
"107958621RR0001",2024-12-31 00:00:00,"27",16,"RW"
"107958621RR0001",2024-12-31 00:00:00,"27",17,"SL"
"107958621RR0001",2024-12-31 00:00:00,"27",18,"SO"
"107958621RR0001",2024-12-31 00:00:00,"27",19,"SD"
"107958621RR0001",2024-12-31 00:00:00,"27",20,"UA"
"107958621RR0001",2024-12-31 00:00:00,"27",21,"EG"
"107958621RR0001",2024-12-31 00:00:00,"27",22,"TZ"
"107958621RR0001",2024-12-31 00:00:00,"27",23,"BF"
"107958621RR0001",2024-12-31 00:00:00,"27",24,"VE"
"107958621RR0001",2024-12-31 00:00:00,"27",25,"YE"
"107958621RR0001",2024-12-31 00:00:00,"27",26,"ZM"
"107958621RR0001",2024-12-31 00:00:00,"27",27,"KE"
"107961773RR0001",2024-6-30 00:00:00,"27",1,"AT"
"107961773RR0001",2024-6-30 00:00:00,"27",2,"BE"
"107961773RR0001",2024-6-30 00:00:00,"27",3,"BR"
"107961773RR0001",2024-6-30 00:00:00,"27",4,"FR"
"107961773RR0001",2024-6-30 00:00:00,"27",5,"DE"
"107961773RR0001",2024-6-30 00:00:00,"27",6,"IN"
"107961773RR0001",2024-6-30 00:00:00,"27",7,"IT"
"107961773RR0001",2024-6-30 00:00:00,"27",8,"JP"
"107961773RR0001",2024-6-30 00:00:00,"27",9,"MX"
"107961773RR0001",2024-6-30 00:00:00,"27",10,"ES"
"107969644RR0001",2024-6-30 00:00:00,"27",1,"HT"
"107969644RR0001",2024-6-30 00:00:00,"27",2,"CD"
"107969644RR0001",2024-6-30 00:00:00,"27",3,"MG"
"107969644RR0001",2024-6-30 00:00:00,"27",4,"CI"
"107969644RR0001",2024-6-30 00:00:00,"27",5,"PE"
"107969644RR0001",2024-6-30 00:00:00,"27",6,"QS"
"107969644RR0001",2024-6-30 00:00:00,"27",7,"UG"
"107988511RR0001",2024-5-31 00:00:00,"27",1,"BR"
"107988511RR0001",2024-5-31 00:00:00,"27",2,"HN"
"107988511RR0001",2024-5-31 00:00:00,"27",3,"KH"
"107988511RR0001",2024-5-31 00:00:00,"27",4,"CN"
"107988511RR0001",2024-5-31 00:00:00,"27",5,"CL"
"107988511RR0001",2024-5-31 00:00:00,"27",6,"KE"
"107988511RR0001",2024-5-31 00:00:00,"27",7,"PE"
"107988511RR0001",2024-5-31 00:00:00,"27",8,"JP"
"107991721RR0004",2024-12-31 00:00:00,"27",1,"CG"
"107991721RR0004",2024-12-31 00:00:00,"27",2,"QS"
"107992174RR0001",2024-12-31 00:00:00,"27",1,"HT"
"107996548RR0001",2024-12-31 00:00:00,"27",1,"UG"
"107999393RR0001",2024-12-31 00:00:00,"27",1,"SL"
"107999393RR0001",2024-12-31 00:00:00,"27",2,"PL"
"107999393RR0001",2024-12-31 00:00:00,"27",3,"IT"
"107999393RR0001",2024-12-31 00:00:00,"27",4,"DO"
"107999393RR0001",2024-12-31 00:00:00,"27",5,"NG"
"107999393RR0001",2024-12-31 00:00:00,"27",6,"HT"
"107999393RR0001",2024-12-31 00:00:00,"27",7,"QS"
"107999393RR0001",2024-12-31 00:00:00,"27",8,"VN"
"107999393RR0001",2024-12-31 00:00:00,"27",9,"GH"
"107999393RR0001",2024-12-31 00:00:00,"27",10,"QR"
"108000654RR0001",2024-12-31 00:00:00,"27",1,"US"
"108001223RR0001",2024-8-31 00:00:00,"27",1,"US"
"108001223RR0001",2024-8-31 00:00:00,"27",2,"PH"
"108010067RR0001",2024-12-31 00:00:00,"27",1,"NA"
"108012436RR0001",2024-12-31 00:00:00,"27",1,"HN"
"108020652RR0001",2024-12-31 00:00:00,"27",1,"KE"
"108036765RR0001",2024-12-31 00:00:00,"27",1,"RW"
"108037342RR0001",2024-12-31 00:00:00,"27",1,"GT"
"108042334RR0001",2024-12-31 00:00:00,"27",1,"BA"
"108042334RR0001",2024-12-31 00:00:00,"27",2,"IN"
"108042334RR0001",2024-12-31 00:00:00,"27",3,"UA"
"108044769RR0001",2024-12-31 00:00:00,"27",1,"HN"
"108050162RR0001",2024-12-31 00:00:00,"27",1,"IN"
"108050162RR0001",2024-12-31 00:00:00,"27",2,"US"
"108050162RR0001",2024-12-31 00:00:00,"27",3,"GB"
"108050162RR0001",2024-12-31 00:00:00,"27",4,"TR"
"108076134RR0001",2024-12-31 00:00:00,"27",1,"MX"
"108076134RR0001",2024-12-31 00:00:00,"27",2,"GH"
"108081597RR0001",2024-6-30 00:00:00,"27",1,"CN"
"108081597RR0001",2024-6-30 00:00:00,"27",2,"JP"
"108081597RR0001",2024-6-30 00:00:00,"27",3,"MX"
"108081597RR0001",2024-6-30 00:00:00,"27",4,"TD"
"108081597RR0001",2024-6-30 00:00:00,"27",5,"ZW"
"108081597RR0001",2024-6-30 00:00:00,"27",6,"IT"
"108081597RR0001",2024-6-30 00:00:00,"27",7,"ES"
"108081597RR0001",2024-6-30 00:00:00,"27",8,"QR"
"108081597RR0001",2024-6-30 00:00:00,"27",9,"QM"
"108081597RR0001",2024-6-30 00:00:00,"27",10,"QO"
"108082025RR0001",2024-8-31 00:00:00,"27",1,"ES"
"108082025RR0001",2024-8-31 00:00:00,"27",2,"CO"
"108082025RR0001",2024-8-31 00:00:00,"27",3,"CA"
"108082025RR0001",2024-8-31 00:00:00,"27",4,"PK"
"108082025RR0001",2024-8-31 00:00:00,"27",5,"LB"
"108082025RR0001",2024-8-31 00:00:00,"27",6,"PL"
"108082025RR0001",2024-8-31 00:00:00,"27",7,"KE"
"108082025RR0001",2024-8-31 00:00:00,"27",8,"UG"
"108082025RR0001",2024-8-31 00:00:00,"27",9,"CD"
"108082025RR0001",2024-8-31 00:00:00,"27",10,"IN"
"108082025RR0001",2024-8-31 00:00:00,"27",11,"ID"
"108082025RR0001",2024-8-31 00:00:00,"27",12,"MG"
"108082835RR0001",2024-12-31 00:00:00,"27",1,"BR"
"108082835RR0001",2024-12-31 00:00:00,"27",2,"CN"
"108082835RR0001",2024-12-31 00:00:00,"27",3,"ID"
"108082835RR0001",2024-12-31 00:00:00,"27",4,"IL"
"108082835RR0001",2024-12-31 00:00:00,"27",5,"QR"
"108082835RR0001",2024-12-31 00:00:00,"27",6,"QS"
"108082835RR0001",2024-12-31 00:00:00,"27",7,"PH"
"108082991RR0001",2024-5-31 00:00:00,"27",1,"BR"
"108082991RR0001",2024-5-31 00:00:00,"27",2,"CL"
"108082991RR0001",2024-5-31 00:00:00,"27",3,"HT"
"108082991RR0001",2024-5-31 00:00:00,"27",4,"KE"
"108082991RR0001",2024-5-31 00:00:00,"27",5,"MW"
"108082991RR0001",2024-5-31 00:00:00,"27",6,"MZ"
"108082991RR0001",2024-5-31 00:00:00,"27",7,"NI"
"108082991RR0001",2024-5-31 00:00:00,"27",8,"PE"
"108082991RR0001",2024-5-31 00:00:00,"27",9,"LK"
"108082991RR0001",2024-5-31 00:00:00,"27",10,"UG"
"108082991RR0001",2024-5-31 00:00:00,"27",11,"US"
"108082991RR0001",2024-5-31 00:00:00,"27",12,"ZM"
"108083197RR0001",2024-6-30 00:00:00,"27",1,"IN"
